"Watercourse
Crossing ID","PXID","KP (Rev 5.0)","Waterbody Name/FWMIS Waterbody ID Number (FWMIS 2014)/ Stream Order at Crossing Site","Classification (Alberta)","Field UTM Coordinates (NAD 83)","Easting","Northing","longitude","latitude","Map","Fish Species Captured or Observed (Previously Documented – FWMIS)","Sensitivity Rating","Provincial RAP (AESRD)","Least Risk Biological Window Proposed","Rationale to Support LRBW Proposed if different from Provincial RAP","Planned Instream Construction Timing","Riparian Habitat Composition & Functionality","Vegetation Type","Stage","Apparent Condition","Project Proposed Primary","Project Proposed Contingency","Project Proposed Primary","Navigability Status","Site-Specific Comments","Reclamation Type","Can all of DFO's Measures to Avoid Harm be implemented for the Primary Pipeline Construction Method?"
"AB-179","W243.4","317.59","Unnamed tributary to Hardisty Creek/ no FWMIS","Class C (unmapped)","11","464067","5916665","-117.5404144","53.39784468","Map","None (none)","Low (Green)","September 1 to July 15","July 16 to August 31","Same as Provincial RAP.","Winter (January to March) 2018","M","M","MF","Intact","Isolated trenched with fish salvage and water quality monitoring water quality monitoring if inside RAP","Open cut if dry or frozen to bottom","Clear span bridge or Type 3 culvert","Class 1 Non- Navigable","Discontinuous channel observed within LSA. Steep, erodible and unstable banks at the centre of the proposed pipeline corridor.","Standard procedures and Type F.","Yes. Watercourse considered nonfish-bearing at the crossing location; LRBW is precautionary given proximity of Hardisty Creek within the ZOI."
"AB-180","W244.4","318.61","Hardisty Creek/ 733/ 4","Class C","11","463234","5916191","-117.5528864","53.39352683","Map","RNTR, BKTR and unidentified species (BKTR, BLTR, BURB, LNDC, MNWH, NRPK, PRDC and RNTR)","High (Red)","September 1 to July 15","July 16 to August 31","Same as Provincial RAP.","Winter (January to March) 2018","H","M","MF","Intact","Isolated trenched with fish salvage and water quality monitoring","Open cut if dry or frozen to bottom","Clear span bridge","Class 2 Non- Navigable","QAES-led fish salvage required if isolated trenched construction occurs. Spring influence noted within LSA.","Standard procedures and Type F.","No. Measures to avoid harm will not be met for the primary isolated trenched pipeline crossing method because the construction timing is outside the LRBW, and potential spawning habitat (substrate and spring influences) occurs within the PPC."
"AB-181","W245.2","318.84","Unnamed NCD/ 479181/ 1","NCD","11","463014","5916153","-117.5561902","53.3931699","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-182","W247.4","320.83","Unnamed NCD/ 479481/ 1","NCD","11","461671","5914869","-117.576229","53.38153303","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-183","W248.4","321.06","Unnamed NCD/ 479561/ 1","NCD","11","461441","5914871","-117.5796869","53.38153427","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-184","W249.4","321.45","Unnamed NCD/ 479561/ 1","NCD","11","461090","5914714","-117.5849441","53.38009736","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-185","W250.4","321.78","Happy Creek/ 731/ 3","Class C","11","460788","5914601","-117.5894698","53.37905934","Map","Unidentified species (none)","Low (Green)","September 1 to July 15","July 16 to August 31","Same as Provincial RAP.","Winter (January to March) 2018","H","M","MF","Intact","Isolated trenched with fish salvage; water quality monitoring to be determined by Environmental Inspector in consultation with the QAES at the time of construction","Open cut if dry or frozen to bottom","Clear span bridge","Class 2 Non- Navigable","QAES-led fish salvage required if isolated trenched construction occurs.","Standard procedures and Type F.","No. Measures to avoid harm will not be met for the primary isolated trenched pipeline crossing method because the construction timing is outside the LRBW."
"AB-186","W251.5","323.63","Unnamed NCD/ 479991/ 1","NCD","11","459144","5913768","-117.6140747","53.37144747","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-186a","W252.2","324.57","Unnamed NCD /480015/ 1","NCD","11","458332","5913310","-117.626218","53.36726742","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-186b","W253.2","325.02","Unnamed Wetland/ no FWMIS ID","Wetland","11","457944","5913076","-117.6320177","53.36513342","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan.","Refer to Wetland Survey and Mitigation Plan.","Yes"
"AB-187","W254.2","325.47","Unnamed Wetland/ 480015/ 1","Wetland","11","457542","5912867","-117.6380305","53.36322272","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan.","Refer to Wetland Survey and Mitigation Plan.","Yes"
"AB-188(5)","W255.3","326.17","Maskuta Creek/ 1071/ 5","Class C","11","456984","5912488","-117.6463636","53.35977104","Map","RNTR, BKTR, SPSC, sculpin species (unidentified) and LNSC (BKTR10, BLTR, BURB, LNSC, MNWH, NRPK, BRST, PRDC, RNTR and SPSC)","High (Red)","September 1 to July 15","July 16 to August 31","Same as Provincial RAP.","Winter (January to March) 2018","H","M","MF","Intact","Isolated trenched with fish salvage and water quality monitoring","Open cut if dry or frozen to bottom","Existing crossing or clear span bridge","Potentially Navigable","QAES-led fish salvage required if isolated trenched construction occurs. Spring influence noted within LSA.","Standard procedures and Type F.","No. Measures to avoid harm will not be met for the primary isolated trenched pipeline crossing method because the construction timing is outside the LRBW and potential spawning habitat (substrate and spring influences) occurs within the PPC."
"AB-188a","W256.5","329.85","Unnamed NCD /480699/1","NCD","11","454520","5909992","-117.6830264","53.33713011","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-189","W257.4","330.17","Unnamed NCD/ 480741/ 1","NCD","11","454305","5909756","-117.686221","53.33499035","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-189a","W258.4","330.25","Unnamed NCD /480741/1","NCD","11","454254","5909695","-117.6869781","53.33443766","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-190","W259.4","330.45","Unnamed NCD/ 480771/ 1","NCD","11","454131","5909543","-117.688803","53.3330608","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-191","W260.5","330.85","Unnamed NCD/ 480830/ 2","NCD","11","453877","5909231","-117.6925715","53.33023438","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-192","W261.4","331.04","Unnamed Wetland/ 480828/ 2","Wetland","11","453757","5909084","-117.6943518","53.32890263","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan.","Refer to Wetland Survey and Mitigation Plan.","Yes"
"AB-192a","W262.4","331.38","Unnamed NCD/480945/1","NCD","11","453540","5908818","-117.6975709","53.32649275","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-193","W263.4","331.99","Unnamed tributary to Maskuta Creek/ 480868/ 1","Class C (unmapped)","11","453255","5908291","-117.7017719","53.32173084","Map","None (none)","Low (Green)","September 1 to July 15","Open","No species of management concern present; construction can likely proceed anytime using recommended mitigation measures.","Winter (January to March) 2018","M","S","Shr","Intact","Isolated trenched","Open cut if dry or frozen to bottom","Clear span bridge or Type 3 culvert","Class 1 Non- Navigable","Discontinuous channel observed within LSA. Steep, erodible and unstable banks at the centre of the proposed pipeline corridor.","Standard procedures and Type C.","Yes"
"AB-194","W264.4","332.14","Unnamed tributary to Maskuta Creek/ 481309/ 2","Class C (unmapped)","11","453189","5908154","-117.7027425","53.32049362","Map","None (none)","Low (Green)","September 1 to July 15","Open","Same as Provincial RAP.","Winter (January to March) 2018","M","S","Shr","Intact","Isolated trenched with fish salvage","Open cut if dry or frozen to bottom","Clear span bridge or Type 3 culvert","Class 1 Non- Navigable","Steep, erodible and unstable banks at the centre of the proposed pipeline corridor.","Standard procedures and Type F.","Yes"
"AB-195","W265.5","334.03","Unnamed tributary to Maskuta/ no FWMIS ID","Class C (unmapped)","11","452337","5906551","-117.715291","53.30600943","Map","None (none)","Low (Green)","September 1 to July 15","Open","No species of management concern present; construction can likely proceed anytime using recommended mitigation measures.","Winter (January to March) 2018","M","G","NA","Open","Isolated trenched","Open cut if dry or frozen to bottom","Clear span bridge or Type 3 culvert","Class 1 Non- Navigable","Discontinuous channel observed within LSA.","Standard procedures and Type C.","Yes"
"AB-196","W266.4","334.57","Unnamed NCD/ no FWMIS ID","NCD","11","452101","5906069","-117.7187596","53.3016558","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-197","W267.4","334.8","Unnamed Wetland/ 481409/ 3","Wetland","11","452011","5905860","-117.7200784","53.29976911","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan.","Refer to Wetland Survey and Mitigation Plan.","Yes"
"AB-198","W268.4","335.75","Unnamed Wetland/ 481760/ 1","Wetland","11","451558","5905024","-117.7267476","53.2922137","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan.","Refer to Wetland Survey and Mitigation Plan.","Yes"
"AB-199","W269.4","335.79","Unnamed Wetland/ no FWMIS ID","Wetland","11","451538","5904990","-117.7270424","53.29190627","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan.","Refer to Wetland Survey and Mitigation Plan.","Yes"
"AB-200","W270.4","336.04","Unnamed Wetland/ 481857/ 1","Wetland","11","451410","5904775","-117.7289296","53.28996208","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan.","Refer to Wetland Survey and Mitigation Plan.","Yes"
"AB-201","W271.4","336.2","Unnamed NCD/ 481857/ 1","NCD","11","451332","5904643","-117.7300794","53.28876847","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","Steep, erodible and unstable banks at the centre of the proposed pipeline corridor. No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-202","W272.5","337.2","Unnamed tributary to Maskuta Creek/ 482250/ 3","Class C (unmapped)","11","450821","5903780","-117.7376108","53.28096444","Map","BRST and PRDC (BRST)","Low (Green)","September 1 to July 15","Open","No species of management concern present; construction can likely proceed anytime using recommended mitigation measures.","Winter (January to March) 2018","M","M","YF","Intact","Isolated trenched with fish salvage","Open cut if dry or frozen to bottom","Clear span bridge or Type 3 culvert","Class 1 Non- Navigable","QAES-led fish salvage required if isolated trenched construction occurs. Steep, erodible and unstable banks at the centre of the proposed pipeline corridor.","Standard procedures and Type D.","Yes"
"Route Alternates Being Carried","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB-66P2","TBD","TBD","Pembina River (alternative)","Class C (unmapped)","11","631729","5939535","-115.009866","53.58808658","Map","MNWH, sucker species (unidentified), trout species (unidentified), EMSH and WALL (ARGR, BKTR, BLTR, BURB, EMSH, FTMN, FNDC, FLCH, GOLD, LKCH, LNDC, LNSC, MNWH, NRPK, PRDC, RNTR, SPSC, TRPR, WALL, WHSC and YLPR)","High (Red)","September 1 to June 30","July 1 to August 31","Same as Provincial RAP.","","H","M","MF","Intact","Open cut, inside LRBW with water quality monitoring","N/A","Existing crossing","Navigable","If trenched method is required as a contingency method, realignment is recommended to avoid steep banks/approaches and a site-specific bank reclamation plan may be needed.","Comply with federal and provincial regulations.","No. An open cut crossing method (without flow isolation) would be required."
"AB-200","W270.4","336.04","Unnamed Wetland/ 481857/ 1","Wetland","11","451410","5904775","-117.7289296","53.28996208","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan","Refer to Wetland Survey and Mitigation Plan.","Refer to Wetland Survey and Mitigation Plan.","Yes"
"AB-201","W271.4","336.2","Unnamed NCD/ 481857/ 1","NCD","11","451332","5904643","-117.7300794","53.28876847","Map","None (none)","Low (Green)","None","Open","N/A","Winter (January to March) 2018","_","_","_","_","Isolated trenched","Open cut if dry or frozen to bottom","Type 3 culvert or Type 5 logfill/swamp mat","Class 1 Non- Navigable","Steep, erodible and unstable banks at the centre of the proposed pipeline corridor. No fish habitat potential.","Standard procedures and Type A.","Yes"
"AB-202","W272.5","337.2","Unnamed tributary to Maskuta Creek/ 482250/ 3","Class C (unmapped)","11","450821","5903780","-117.7376108","53.28096444","Map","BRST and PRDC (BRST)","Low (Green)","September 1 to July 15","Open","No species of management concern present; construction can likely proceed anytime using recommended mitigation measures.","Winter (January to March) 2018","M","M","YF","Intact","Isolated trenched with fish salvage","Open cut if dry or frozen to bottom","Clear span bridge or Type 3 culvert","Class 1 Non- Navigable","QAES-led fish salvage required if isolated trenched construction occurs. Steep, erodible and unstable banks at the centre of the proposed pipeline corridor.","Standard procedures and Type D.","Yes"
"Route Alternates Being Carried","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB-66P2","TBD","TBD","Pembina River (alternative)","Class C (unmapped)","11","631729","5939535","-115.009866","53.58808658","Map","MNWH, sucker species (unidentified), trout species (unidentified), EMSH and WALL (ARGR, BKTR, BLTR, BURB, EMSH, FTMN, FNDC, FLCH, GOLD, LKCH, LNDC, LNSC, MNWH, NRPK, PRDC, RNTR, SPSC, TRPR, WALL, WHSC and YLPR)","High (Red)","September 1 to June 30","July 1 to August 31","Same as Provincial RAP.","","H","M","MF","Intact","Open cut, inside LRBW with water quality monitoring","N/A","Existing crossing","Navigable","If trenched method is required as a contingency method, realignment is recommended to avoid steep banks/approaches and a site-specific bank reclamation plan may be needed.","Comply with federal and provincial regulations.","No. An open cut crossing method (without flow isolation) would be required."
